;geo;annee;poll_mil_dbo5;poll_mil_nh4;poll_mil_pt
1;09;1970;10,6;1,4;0,5
2;09;1971;10,5;1,4;0,5
3;09;1972;10,5;1,4;0,5
4;09;1973;10,4;1,4;0,5
5;09;1974;10,4;1,4;0,5
6;09;1975;10,4;1,4;0,5
7;09;1976;10,2;1,3;0,5
8;09;1977;10,2;1,3;0,5
9;09;1978;9,8;1,3;0,5
10;09;1979;9,8;1,3;0,5
11;09;1980;9,6;1,2;0,5
12;09;1981;9,6;1,2;0,5
13;09;1982;9,5;1,2;0,5
14;09;1983;9,5;1,2;0,5
15;09;1984;9,5;1,2;0,5
16;09;1985;9,5;1,2;0,5
17;09;1986;9,5;1,2;0,5
18;09;1987;10,3;1,2;0,5
19;09;1988;10,4;1,2;0,5
20;09;1989;10,5;1,2;0,5
21;09;1990;8,5;1,1;0,4
22;09;1991;9,8;1,1;0,5
23;09;1992;10;1,2;0,5
24;09;1993;8,3;1,1;0,4
25;09;1994;7,9;1,1;0,4
26;09;1995;7,7;1;0,4
27;09;1996;7,9;1;0,4
28;09;1997;8,4;1;0,4
29;09;1998;7;0,7;0,2
30;09;1999;5,8;0,5;0,2
31;09;2000;4,8;0,3;0,2
32;09;2001;6,5;0,5;0,3
33;09;2002;6,8;0,6;0,3
34;09;2003;6,3;0,5;0,2
35;09;2004;4,6;0,2;0,2
36;09;2005;3,9;0,3;0,2
37;09;2006;4,2;0,3;0,2
38;09;2007;3,4;0,2;0,2
39;09;2008;2,9;0,4;0,2
40;09;2009;3,6;0,6;0,2
41;09;2010;3,8;0,6;0,2
42;09;2011;3,4;0,5;0,2
43;09;2012;3;0,5;0,2
44;09;2013;2,7;0,6;0,2
45;09;2014;2,9;0,6;0,2
46;09;2015;3,1;0,6;0,1
47;09;2016;3,5;0,5;0,1
49;11;1970;0,4;0,1;0
50;11;1971;0,4;0,1;0
51;11;1972;0,3;0,1;0
52;11;1973;0,3;0,1;0
53;11;1974;0,3;0,1;0
54;11;1975;0,3;0,1;0
55;11;1976;0,3;0,1;0
56;11;1977;0,3;0,1;0
57;11;1978;0,2;0,1;0
58;11;1979;0,2;0;0
59;11;1980;0,2;0;0
60;11;1981;0,2;0;0
61;11;1982;0,2;0;0
62;11;1983;0,2;0;0
63;11;1984;0,2;0;0
64;11;1985;0,2;0;0
65;11;1986;0,2;0;0
66;11;1987;0,2;0;0
67;11;1988;0,2;0;0
68;11;1989;0,2;0;0
69;11;1990;0,2;0;0
70;11;1991;0,2;0;0
71;11;1992;0,2;0;0
72;11;1993;0,1;0;0
73;11;1994;0,1;0;0
74;11;1995;0,1;0;0
75;11;1996;0,1;0;0
76;11;1997;0,1;0;0
77;11;1998;0,1;0;0
78;11;1999;0,1;0;0
79;11;2000;0,1;0;0
80;11;2001;0,1;0;0
81;11;2002;0,1;0;0
82;11;2003;0,1;0;0
83;11;2004;0,1;0;0
84;11;2005;0,1;0;0
85;11;2006;0,1;0;0
86;11;2007;0,1;0;0
87;11;2008;0,1;0;0
88;11;2009;0,1;0;0
89;11;2010;0,1;0;0
90;11;2011;0,1;0;0
91;11;2012;0;0;0
92;11;2013;0,1;0;0
93;11;2014;0,1;0;0
94;11;2015;0,1;0;0
95;11;2016;0,1;0;0
97;12;1970;15,5;2,4;0,9
98;12;1971;15,6;2,4;0,9
99;12;1972;15,6;2,4;0,9
100;12;1973;15,6;2,4;0,9
101;12;1974;15,6;2,4;0,9
102;12;1975;15,6;2,4;0,9
103;12;1976;12;1,9;0,7
104;12;1977;12;1,9;0,7
105;12;1978;11,9;1,9;0,7
106;12;1979;11,6;1,8;0,7
107;12;1980;11,6;1,8;0,7
108;12;1981;11,6;1,8;0,7
109;12;1982;6,2;0,9;0,4
110;12;1983;6;0,8;0,4
111;12;1984;5,9;0,8;0,4
112;12;1985;5,6;0,8;0,4
113;12;1986;5,6;0,8;0,4
114;12;1987;7,2;0,8;0,3
115;12;1988;5,8;0,7;0,3
116;12;1989;4,7;0,6;0,3
117;12;1990;5;0,6;0,3
118;12;1991;3,7;0,5;0,3
119;12;1992;3,3;0,5;0,3
120;12;1993;2,4;0,4;0,3
121;12;1994;2,8;0,3;0,3
122;12;1995;2,3;0,2;0,3
123;12;1996;2,9;0,2;0,3
124;12;1997;2,4;0,2;0,3
125;12;1998;0,8;-0,1;0,1
126;12;1999;-0,1;-0,2;0,1
127;12;2000;0,2;-0,2;0,1
128;12;2001;-1,7;-0,4;0,1
129;12;2002;-1,3;-0,4;0,1
130;12;2003;0,7;0;0,1
131;12;2004;1;0;0,1
132;12;2005;1,5;0;0,2
133;12;2006;2,2;0,2;0,2
134;12;2007;1,5;0,1;0,2
135;12;2008;5,9;0,2;0,2
136;12;2009;1,5;0,2;0,2
137;12;2010;1,7;0,3;0,2
138;12;2011;1,7;0,3;0,2
139;12;2012;2;0,3;0,2
140;12;2013;2,4;0,3;0,2
141;12;2014;2,2;0,3;0,1
142;12;2015;2,4;0,3;0,2
143;12;2016;3,4;0,4;0,2
145;15;1970;6,8;1,1;0,4
146;15;1971;6,8;1,1;0,4
147;15;1972;6,5;1;0,4
148;15;1973;6,3;1;0,4
149;15;1974;6,2;1;0,4
150;15;1975;5,9;0,9;0,4
151;15;1976;5,7;0,9;0,4
152;15;1977;5,7;0,9;0,4
153;15;1978;5,4;0,9;0,4
154;15;1979;4,4;0,7;0,3
155;15;1980;4,3;0,7;0,3
156;15;1981;4,3;0,7;0,3
157;15;1982;3,9;0,6;0,3
158;15;1983;3,7;0,6;0,3
159;15;1984;3,7;0,6;0,3
160;15;1985;3,7;0,6;0,3
161;15;1986;3,6;0,6;0,3
162;15;1987;3,5;0,6;0,3
163;15;1988;3,4;0,6;0,3
164;15;1989;3,3;0,6;0,3
165;15;1990;3,3;0,6;0,3
166;15;1991;3,2;0,6;0,3
167;15;1992;3,2;0,5;0,3
168;15;1993;3,2;0,5;0,3
169;15;1994;2,1;0,4;0,2
170;15;1995;2,8;0,4;0,2
171;15;1996;2,4;0,4;0,2
172;15;1997;2,2;0,4;0,2
173;15;1998;2,1;0,4;0,2
174;15;1999;2,2;0,4;0,2
175;15;2000;2,5;0,5;0,2
176;15;2001;1,4;0,3;0,1
177;15;2002;1,5;0,3;0,1
178;15;2003;1,8;0,3;0,1
179;15;2004;1,8;0,4;0,1
180;15;2005;1,5;0,3;0,1
181;15;2006;1,6;0,3;0,1
182;15;2007;1,4;0,3;0,1
183;15;2008;2;0,4;0,1
184;15;2009;1,7;0,3;0,1
185;15;2010;1,9;0,4;0,1
186;15;2011;1,7;0,4;0,1
187;15;2012;1,5;0,3;0,1
188;15;2013;1,2;0,3;0,1
189;15;2014;1,7;0,3;0,1
190;15;2015;1,3;0,3;0,1
191;15;2016;1,5;0,3;0,1
193;16;1970;11,3;1,9;0,7
194;16;1971;11,3;1,9;0,7
195;16;1972;11,2;1,9;0,7
196;16;1973;10,7;1,8;0,7
197;16;1974;10,7;1,8;0,7
198;16;1975;10,6;1,8;0,7
199;16;1976;10,7;1,8;0,7
200;16;1977;9,8;1,6;0,6
201;16;1978;9,5;1,6;0,6
202;16;1979;9,5;1,6;0,6
203;16;1980;9,5;1,6;0,6
204;16;1981;9,4;1,6;0,6
205;16;1982;8,7;1,5;0,6
206;16;1983;8,6;1,4;0,6
207;16;1984;8,3;1,4;0,5
208;16;1985;8,3;1,4;0,5
209;16;1986;8,2;1,4;0,5
210;16;1987;7,7;1,3;0,5
211;16;1988;8;1,3;0,5
212;16;1989;8,1;1,3;0,5
213;16;1990;8,2;1,3;0,5
214;16;1991;8,1;1,4;0,5
215;16;1992;8;1,4;0,5
216;16;1993;7,6;1,3;0,4
217;16;1994;7,7;1,2;0,4
218;16;1995;7,4;1,2;0,4
219;16;1996;5,7;0,8;0,3
220;16;1997;4,1;0,5;0,2
221;16;1998;4,7;0,6;0,3
222;16;1999;3,8;0,4;0,2
223;16;2000;2,8;0,3;0,2
224;16;2001;2,9;0,3;0,2
225;16;2002;2,6;0,5;0,2
226;16;2003;3;0,5;0,2
227;16;2004;1,5;0,2;0,1
228;16;2005;1,3;0,3;0,1
229;16;2006;2;0,4;0,2
230;16;2007;2,8;0,6;0,2
231;16;2008;2,8;0,6;0,1
232;16;2009;1,7;0,3;0,1
233;16;2010;2,3;0,4;0,1
234;16;2011;2,5;0,4;0,1
235;16;2012;2,4;0,4;0,1
236;16;2013;1,5;0,3;0,1
237;16;2014;1,4;0,3;0,1
238;16;2015;1,8;0,3;0,1
239;16;2016;2,2;0,4;0,1
241;17;1970;17,4;3,2;1,2
242;17;1971;16,3;3;1,1
243;17;1972;16,3;3;1,1
244;17;1973;16,2;3;1,1
245;17;1974;15,8;2,9;1,1
246;17;1975;14,2;2,6;1
247;17;1976;9,9;1,9;0,8
248;17;1977;9,5;1,8;0,8
249;17;1978;9,5;1,8;0,8
250;17;1979;9,2;1,8;0,8
251;17;1980;9,2;1,8;0,8
252;17;1981;9,1;1,8;0,8
253;17;1982;7,8;1,5;0,7
254;17;1983;7,7;1,5;0,7
255;17;1984;7,8;1,5;0,7
256;17;1985;7,8;1,5;0,7
257;17;1986;6,4;1,2;0,6
258;17;1987;7,3;1,3;0,7
259;17;1988;7,1;1,3;0,7
260;17;1989;8,1;1,4;0,6
261;17;1990;6,8;1,3;0,6
262;17;1991;6,7;1,3;0,6
263;17;1992;5,4;1,1;0,5
264;17;1993;7,4;1,4;0,6
265;17;1994;6,2;1,3;0,6
266;17;1995;8,2;1,6;0,6
267;17;1996;8,1;1,6;0,6
268;17;1997;9,2;1,8;0,6
269;17;1998;8,6;1,7;0,6
270;17;1999;8;1,6;0,6
271;17;2000;7,7;1,5;0,5
272;17;2001;7,5;1,5;0,5
273;17;2002;7;1,4;0,5
274;17;2003;6,7;1,4;0,5
275;17;2004;6,2;1,2;0,5
276;17;2005;5,6;1,1;0,4
277;17;2006;4,5;0,9;0,4
278;17;2007;5,6;1,1;0,4
279;17;2008;4,8;1,1;0,4
280;17;2009;4,7;1,1;0,4
281;17;2010;6,2;1,3;0,4
282;17;2011;6,7;1,5;0,4
283;17;2012;6,3;1,4;0,4
284;17;2013;7,1;1,5;0,4
285;17;2014;7,1;1,5;0,4
286;17;2015;7,3;1,6;0,3
287;17;2016;7,3;1,6;0,3
289;19;1970;17,3;2,2;0,7
290;19;1971;17,4;2,2;0,7
291;19;1972;17,4;2,2;0,7
292;19;1973;17,4;2,2;0,7
293;19;1974;17,2;2,2;0,7
294;19;1975;15;1,7;0,6
295;19;1976;14,9;1,7;0,6
296;19;1977;14,8;1,7;0,6
297;19;1978;14,7;1,7;0,6
298;19;1979;14,6;1,7;0,6
299;19;1980;13,3;1,5;0,5
300;19;1981;13,3;1,5;0,5
301;19;1982;13,3;1,5;0,5
302;19;1983;13,2;1,5;0,5
303;19;1984;13,2;1,5;0,5
304;19;1985;13,1;1,5;0,5
305;19;1986;13,1;1,5;0,5
306;19;1987;11,8;1,4;0,5
307;19;1988;11,1;1,4;0,5
308;19;1989;11,6;1,3;0,5
309;19;1990;11,8;1,3;0,5
310;19;1991;13,8;1,4;0,5
311;19;1992;13,4;1,3;0,4
312;19;1993;12,1;1,3;0,4
313;19;1994;11,3;1,1;0,4
314;19;1995;9,9;1,1;0,3
315;19;1996;8,8;0,9;0,3
316;19;1997;9;1;0,4
317;19;1998;8,8;0,9;0,4
318;19;1999;9,2;1;0,3
319;19;2000;7,6;0,8;0,4
320;19;2001;9,7;1,1;0,4
321;19;2002;9,4;1,1;0,3
322;19;2003;9,6;1,1;0,3
323;19;2004;9,9;1;0,3
324;19;2005;10,5;1;0,3
325;19;2006;10,3;1;0,3
326;19;2007;8,6;0,8;0,2
327;19;2008;9,4;0,8;0,2
328;19;2009;6,1;0,6;0,2
329;19;2010;5,8;0,6;0,1
330;19;2011;6,6;0,7;0,1
331;19;2012;5,3;0,6;0,1
332;19;2013;3,2;0,4;0,1
333;19;2014;4,8;0,7;0,1
334;19;2015;5,5;0,8;0,1
335;19;2016;5;0,5;0,1
337;23;1970;0,1;0;0
338;23;1971;0,1;0;0
339;23;1972;0,1;0;0
340;23;1973;0,1;0;0
341;23;1974;0;0;0
342;23;1975;0;0;0
343;23;1976;0;0;0
344;23;1977;0;0;0
345;23;1978;0;0;0
346;23;1979;0;0;0
347;23;1980;0;0;0
348;23;1981;0;0;0
349;23;1982;0;0;0
350;23;1983;0;0;0
351;23;1984;0;0;0
352;23;1985;0;0;0
353;23;1986;0;0;0
354;23;1987;0;0;0
355;23;1988;0;0;0
356;23;1989;0;0;0
357;23;1990;0;0;0
358;23;1991;0;0;0
359;23;1992;0;0;0
360;23;1993;0;0;0
361;23;1994;0;0;0
362;23;1995;0;0;0
363;23;1996;0;0;0
364;23;1997;0;0;0
365;23;1998;0;0;0
366;23;1999;0;0;0
367;23;2000;0;0;0
368;23;2001;0;0;0
369;23;2002;0;0;0
370;23;2003;0;0;0
371;23;2004;0;0;0
372;23;2005;0;0;0
373;23;2006;0;0;0
374;23;2007;0;0;0
375;23;2008;0;0;0
376;23;2009;0;0;0
377;23;2010;0;0;0
378;23;2011;0;0;0
379;23;2012;0;0;0
380;23;2013;0;0;0
381;23;2014;0;0;0
382;23;2015;0;0;0
383;23;2016;0;0;0
385;24;1970;12,4;2;0,7
386;24;1971;12,3;2;0,7
387;24;1972;12,3;2;0,7
388;24;1973;12,3;2;0,7
389;24;1974;12,3;2;0,7
390;24;1975;11,4;1,9;0,7
391;24;1976;11,3;1,8;0,7
392;24;1977;11;1,8;0,7
393;24;1978;10,6;1,7;0,7
394;24;1979;10,3;1,7;0,7
395;24;1980;10,2;1,7;0,7
396;24;1981;10,2;1,7;0,7
397;24;1982;9,8;1,6;0,7
398;24;1983;9,4;1,6;0,6
399;24;1984;9,4;1,6;0,6
400;24;1985;9,4;1,6;0,6
401;24;1986;9,4;1,6;0,6
402;24;1987;9,4;1,7;0,6
403;24;1988;9,3;1,7;0,6
404;24;1989;8,8;1,6;0,6
405;24;1990;9;1,5;0,6
406;24;1991;9,1;1,5;0,6
407;24;1992;8,4;1,4;0,5
408;24;1993;4,9;0,9;0,4
409;24;1994;5,1;0,9;0,4
410;24;1995;4,5;0,9;0,4
411;24;1996;3,9;0,7;0,3
412;24;1997;5,9;1;0,3
413;24;1998;5,9;1;0,3
414;24;1999;6,1;1;0,3
415;24;2000;4,9;0,8;0,3
416;24;2001;5,1;0,9;0,3
417;24;2002;3,7;0,7;0,3
418;24;2003;2,9;0,6;0,2
419;24;2004;2,5;0,5;0,2
420;24;2005;2,9;0,6;0,2
421;24;2006;1,6;0,4;0,2
422;24;2007;2;0,4;0,2
423;24;2008;2,9;0,5;0,2
424;24;2009;2,9;0,6;0,2
425;24;2010;3,3;0,7;0,2
426;24;2011;3,7;0,7;0,2
427;24;2012;3,3;0,6;0,2
428;24;2013;3,1;0,6;0,2
429;24;2014;3,2;0,6;0,2
430;24;2015;3;0,4;0,1
431;24;2016;3,4;0,4;0,2
433;30;1970;0;0;0
434;30;1971;0;0;0
435;30;1972;0;0;0
436;30;1973;0;0;0
437;30;1974;0;0;0
438;30;1975;0;0;0
439;30;1976;0;0;0
440;30;1977;0;0;0
441;30;1978;0;0;0
442;30;1979;0;0;0
443;30;1980;0;0;0
444;30;1981;0;0;0
445;30;1982;0;0;0
446;30;1983;0;0;0
447;30;1984;0;0;0
448;30;1985;0;0;0
449;30;1986;0;0;0
450;30;1987;0;0;0
451;30;1988;0;0;0
452;30;1989;0;0;0
453;30;1990;0;0;0
454;30;1991;0;0;0
455;30;1992;0;0;0
456;30;1993;0;0;0
457;30;1994;0;0;0
458;30;1995;0;0;0
459;30;1996;0;0;0
460;30;1997;0;0;0
461;30;1998;0;0;0
462;30;1999;0;0;0
463;30;2000;0;0;0
464;30;2001;0;0;0
465;30;2002;0;0;0
466;30;2003;0;0;0
467;30;2004;0;0;0
468;30;2005;0;0;0
469;30;2006;0;0;0
470;30;2007;0;0;0
471;30;2008;0;0;0
472;30;2009;0;0;0
473;30;2010;0;0;0
474;30;2011;0;0;0
475;30;2012;0;0;0
476;30;2013;0;0;0
477;30;2014;0;0;0
478;30;2015;0;0;0
479;30;2016;0;0;0
481;31;1970;39,3;6,1;3,1
482;31;1971;38,7;6;3,1
483;31;1972;38,4;6;3,1
484;31;1973;38,7;6;3,1
485;31;1974;39,3;6,1;3,2
486;31;1975;39,2;6,2;3,2
487;31;1976;38,7;6,1;3,2
488;31;1977;38,6;6,1;3,2
489;31;1978;38,7;6,1;3,2
490;31;1979;38,9;6,2;3,2
491;31;1980;38,6;6,1;3,2
492;31;1981;38,8;6,2;3,2
493;31;1982;38,9;6,2;3,2
494;31;1983;39,1;6,3;3,3
495;31;1984;39,6;6,4;3,3
496;31;1985;38,9;6,3;3,3
497;31;1986;39,3;6,4;3,3
498;31;1987;40,2;6,5;3,6
499;31;1988;40,9;6,6;3,4
500;31;1989;28,2;5;3,3
501;31;1990;28,2;5,1;3,5
502;31;1991;29,3;5,2;3,2
503;31;1992;28,8;5,4;3,2
504;31;1993;27,7;5,2;3,3
505;31;1994;27,4;5,3;3,3
506;31;1995;24,3;4,8;2,3
507;31;1996;26,6;5;2,2
508;31;1997;27,1;5;2,1
509;31;1998;27,5;5,1;2,1
510;31;1999;27,3;5,1;2,1
511;31;2000;22,4;4,3;1,9
512;31;2001;25,6;4,6;1,9
513;31;2002;27,8;4,9;1,9
514;31;2003;26,6;4,9;1,8
515;31;2004;25,8;4,9;1,8
516;31;2005;26,2;5;1,8
517;31;2006;28,3;5,3;1,8
518;31;2007;29,1;5,5;1,8
519;31;2008;23,6;4,9;1,5
520;31;2009;24,7;5,2;1,5
521;31;2010;23,7;5,1;1,4
522;31;2011;25,5;5,3;1,4
523;31;2012;19,9;4,5;1,3
524;31;2013;18,7;4,3;1,2
525;31;2014;18,3;4,2;1,2
526;31;2015;20,6;4,5;1,2
527;31;2016;21,4;4,5;1,4
529;32;1970;6,8;1,2;0,4
530;32;1971;6,8;1,2;0,4
531;32;1972;6,8;1,2;0,4
532;32;1973;6,8;1,2;0,4
533;32;1974;6,4;1,1;0,4
534;32;1975;6,4;1,1;0,4
535;32;1976;6,2;1,1;0,4
536;32;1977;6,2;1,1;0,4
537;32;1978;6,2;1,1;0,4
538;32;1979;5,4;0,9;0,3
539;32;1980;4,7;0,8;0,3
540;32;1981;4,6;0,8;0,3
541;32;1982;4,5;0,8;0,3
542;32;1983;4,4;0,8;0,3
543;32;1984;4,3;0,8;0,3
544;32;1985;4,3;0,8;0,3
545;32;1986;4,2;0,7;0,3
546;32;1987;3,9;0,7;0,3
547;32;1988;3,9;0,7;0,3
548;32;1989;3,8;0,7;0,3
549;32;1990;4;0,7;0,3
550;32;1991;4,1;0,7;0,3
551;32;1992;3,8;0,7;0,3
552;32;1993;3,8;0,7;0,2
553;32;1994;3,6;0,6;0,2
554;32;1995;3,4;0,6;0,2
555;32;1996;3,1;0,6;0,2
556;32;1997;2,7;0,5;0,2
557;32;1998;2,1;0,4;0,2
558;32;1999;2,6;0,5;0,2
559;32;2000;2,6;0,5;0,2
560;32;2001;2,3;0,3;0,1
561;32;2002;2,2;0,3;0,1
562;32;2003;2,2;0,3;0,1
563;32;2004;2,5;0,3;0,1
564;32;2005;2,7;0,4;0,1
565;32;2006;2,3;0,3;0,1
566;32;2007;2,7;0,4;0,1
567;32;2008;3,3;0,4;0,1
568;32;2009;2,7;0,4;0,1
569;32;2010;2,7;0,4;0,1
570;32;2011;2,7;0,4;0,1
571;32;2012;2,5;0,4;0,1
572;32;2013;2,3;0,3;0,1
573;32;2014;2;0,3;0,1
574;32;2015;2,7;0,4;0,1
575;32;2016;2,7;0,4;0,1
577;33;1970;62,5;10,4;3,8
578;33;1971;62,3;10,4;3,8
579;33;1972;62,5;10,4;3,8
580;33;1973;59,9;9,9;3,7
581;33;1974;48,6;8,3;3,4
582;33;1975;47,7;8,1;3,4
583;33;1976;46,9;8;3,4
584;33;1977;44,4;7,8;3,2
585;33;1978;44,3;7,8;3,3
586;33;1979;42,9;7,7;3,2
587;33;1980;42;7,6;3,2
588;33;1981;40,2;7,4;3,1
589;33;1982;39,8;7,4;3,1
590;33;1983;39,6;7,4;3,1
591;33;1984;39,7;7,4;3,1
592;33;1985;40;7,5;3,1
593;33;1986;40,5;7,6;3,1
